OrderID,OrderDate,ShipDate,ShipMode,CustomerID,CustomerName,Segment,City,Region,Category,SubCategory,Sales,Quantity,Discount,Profit
IN-2025-10170,2025-12-17,2025-12-21,Second Class,CUST-107,Vihaan Yadav,Consumer,Hyderabad,South,Office Supplies,Fasteners,1411.61,7,0.0,407.41
IN-2025-10171,2025-07-12,2025-07-16,Second Class,CUST-115,Ishaan Nair,Consumer,New Delhi,North,Furniture,Furnishings,11302.07,1,0.25,1048.85
IN-2025-10172,2025-02-06,2025-02-10,Same Day,CUST-122,Riya Mehta,Consumer,Jaipur,North,Technology,Phones,61280.2,8,0.1,17111.04
IN-2025-10173,2025-02-02,2025-02-05,Standard Class,CUST-112,Diya Sharma,Consumer,Lucknow,South,Office Supplies,Art,3726.88,4,0.2,1024.22
IN-2025-10174,2025-07-27,2025-07-32,First Class,CUST-125,Arjun Chauhan,Home Office,Mumbai,Central,Office Supplies,Paper,411.97,2,0.1,127.41
IN-2025-10175,2025-10-20,2025-10-25,Same Day,CUST-121,Aarav Nair,Corporate,Ahmedabad,West,Technology,Accessories,32784.48,3,0.25,6765.02
IN-2025-10176,2025-11-19,2025-11-23,Standard Class,CUST-140,Ishaan Chauhan,Consumer,Mumbai,North,Furniture,Tables,11370.0,3,0.25,2105.35
IN-2025-10177,2025-06-13,2025-06-16,Standard Class,CUST-106,Aarav Singh,Corporate,Chennai,East,Technology,Phones,11110.81,7,0.0,2434.66
IN-2025-10178,2025-02-01,2025-02-04,Standard Class,CUST-139,Meera Chauhan,Corporate,Kolkata,North,Furniture,Furnishings,12327.67,4,0.2,-303.14
IN-2025-10179,2025-03-17,2025-03-21,Second Class,CUST-109,Krishna Singh,Corporate,Ahmedabad,South,Technology,Phones,35427.34,8,0.0,7682.54
IN-2025-10180,2025-05-12,2025-05-14,Same Day,CUST-139,Meera Gupta,Corporate,Mumbai,South,Furniture,Chairs,30026.11,7,0.1,1491.25
IN-2025-10181,2025-06-15,2025-06-19,Second Class,CUST-120,Diya Reddy,Home Office,Hyderabad,West,Furniture,Tables,25399.79,5,0.25,6111.64
IN-2025-10182,2025-11-23,2025-11-27,Second Class,CUST-121,Ananya Singh,Corporate,Chennai,North,Office Supplies,Binders,2282.02,1,0.25,767.69
IN-2025-10183,2025-12-15,2025-12-17,Same Day,CUST-119,Aditya Mehta,Corporate,Ahmedabad,South,Office Supplies,Paper,1157.44,7,0.15,422.08
IN-2025-10184,2025-08-03,2025-08-08,Same Day,CUST-138,Ananya Yadav,Home Office,Kolkata,Central,Technology,Accessories,54114.4,2,0.0,16603.83
IN-2025-10185,2025-04-25,2025-04-28,Second Class,CUST-140,Vivaan Reddy,Home Office,Kolkata,East,Furniture,Chairs,2836.9,4,0.15,78.36
IN-2025-10186,2025-07-12,2025-07-16,Second Class,CUST-123,Aarav Joshi,Consumer,Pune,West,Technology,Laptops,56873.02,6,0.1,16375.71
IN-2025-10187,2025-08-11,2025-08-13,Same Day,CUST-123,Kavya Verma,Corporate,Ahmedabad,East,Technology,Accessories,7315.03,1,0.1,2073.66
IN-2025-10188,2025-02-21,2025-02-23,Second Class,CUST-134,Sai Yadav,Consumer,Chennai,Central,Furniture,Furnishings,9898.41,3,0.05,707.88
IN-2025-10189,2025-11-21,2025-11-25,Same Day,CUST-102,Meera Gupta,Corporate,Lucknow,West,Furniture,Chairs,20441.23,2,0.2,239.88
IN-2025-10190,2025-09-04,2025-09-06,First Class,CUST-121,Reyansh Joshi,Consumer,Pune,West,Office Supplies,Envelopes,1363.47,7,0.2,405.17
IN-2025-10191,2025-06-04,2025-06-07,Same Day,CUST-140,Sai Mehta,Home Office,Pune,Central,Office Supplies,Storage,3083.52,4,0.1,858.13
IN-2025-10192,2025-03-04,2025-03-07,Second Class,CUST-133,Ananya Mishra,Home Office,Bengaluru,Central,Furniture,Furnishings,7155.3,3,0.2,1006.4
IN-2025-10193,2025-08-06,2025-08-09,Second Class,CUST-112,Diya Mehta,Corporate,Lucknow,North,Furniture,Chairs,14805.99,7,0.2,126.42
IN-2025-10194,2025-11-17,2025-11-21,Same Day,CUST-132,Aadhya Iyer,Corporate,Ahmedabad,South,Technology,Monitors,7160.25,5,0.0,2112.58
IN-2025-10195,2025-04-09,2025-04-14,First Class,CUST-111,Pari Reddy,Home Office,Ahmedabad,Central,Office Supplies,Storage,2359.22,6,0.2,629.85
IN-2025-10196,2025-01-27,2025-01-31,Second Class,CUST-128,Vihaan Iyer,Home Office,Hyderabad,East,Technology,Printers,19887.51,2,0.15,6330.31
IN-2025-10197,2025-02-28,2025-02-30,Second Class,CUST-138,Saanvi Mehta,Home Office,Lucknow,West,Technology,Monitors,14746.45,4,0.0,2470.36
IN-2025-10198,2025-06-19,2025-06-24,First Class,CUST-139,Pooja Patel,Corporate,Pune,East,Office Supplies,Paper,4532.93,2,0.05,1489.54
IN-2025-10199,2025-07-25,2025-07-26,First Class,CUST-109,Arjun Gupta,Consumer,Chennai,South,Office Supplies,Art,1912.05,5,0.25,658.43
IN-2025-10200,2025-07-14,2025-07-18,Standard Class,CUST-106,Ananya Yadav,Home Office,Pune,East,Furniture,Furnishings,10104.94,2,0.25,-497.75
IN-2025-10201,2025-11-15,2025-11-18,Standard Class,CUST-135,Ananya Gupta,Corporate,Hyderabad,West,Furniture,Bookcases,23605.6,3,0.2,1211.59
IN-2025-10202,2025-08-28,2025-08-31,Standard Class,CUST-103,Vihaan Nair,Corporate,New Delhi,North,Technology,Printers,35108.46,7,0.05,12222.06
IN-2025-10203,2025-03-23,2025-03-26,Second Class,CUST-118,Aditya Nair,Corporate,Pune,North,Furniture,Tables,3958.61,4,0.15,545.03
IN-2025-10204,2025-02-21,2025-02-22,Standard Class,CUST-114,Kavya Verma,Consumer,Lucknow,South,Office Supplies,Envelopes,2336.32,6,0.0,471.97
IN-2025-10205,2025-07-28,2025-07-30,Same Day,CUST-105,Ayaan Mishra,Consumer,Mumbai,North,Furniture,Bookcases,23393.74,3,0.25,-207.3
IN-2025-10206,2025-03-22,2025-03-23,Standard Class,CUST-140,Sai Joshi,Corporate,Hyderabad,South,Furniture,Furnishings,28992.86,2,0.05,-695.64
IN-2025-10207,2025-02-25,2025-02-30,Same Day,CUST-123,Aadhya Kumar,Consumer,Hyderabad,East,Office Supplies,Storage,1043.4,5,0.25,365.45
IN-2025-10208,2025-11-01,2025-11-04,Second Class,CUST-134,Meera Yadav,Consumer,Kolkata,East,Office Supplies,Storage,3367.91,4,0.15,1341.93
IN-2025-10209,2025-02-13,2025-02-15,Same Day,CUST-139,Aditya Yadav,Consumer,Chennai,East,Technology,Printers,52205.58,6,0.2,13089.37
IN-2025-10210,2025-03-22,2025-03-26,Standard Class,CUST-102,Riya Verma,Consumer,Pune,South,Technology,Laptops,53555.7,5,0.25,11328.87
IN-2025-10211,2025-09-23,2025-09-27,Same Day,CUST-126,Aditya Nair,Home Office,Jaipur,Central,Technology,Accessories,10309.21,4,0.05,1424.47
IN-2025-10212,2025-06-18,2025-06-22,Standard Class,CUST-120,Aadhya Iyer,Consumer,New Delhi,South,Technology,Printers,11807.15,1,0.1,3079.64
IN-2025-10213,2025-12-22,2025-12-24,Standard Class,CUST-101,Arjun Iyer,Consumer,Bengaluru,West,Furniture,Bookcases,6257.11,5,0.25,-74.59
IN-2025-10214,2025-01-04,2025-01-07,Same Day,CUST-118,Sneha Verma,Corporate,Lucknow,North,Furniture,Furnishings,17410.52,3,0.1,-580.96
IN-2025-10215,2025-05-06,2025-05-07,Standard Class,CUST-115,Sneha Sharma,Consumer,New Delhi,South,Technology,Printers,30478.35,3,0.0,10108.21
IN-2025-10216,2025-12-18,2025-12-22,Second Class,CUST-121,Ayaan Mishra,Home Office,Chennai,East,Technology,Monitors,29541.74,1,0.05,6956.18
IN-2025-10217,2025-09-08,2025-09-09,Same Day,CUST-105,Pari Mehta,Corporate,Pune,East,Technology,Monitors,29577.78,5,0.2,6059.05
IN-2025-10218,2025-05-26,2025-05-31,Second Class,CUST-130,Saanvi Reddy,Corporate,Hyderabad,Central,Technology,Phones,4357.16,4,0.2,933.78
IN-2025-10219,2025-11-12,2025-11-13,First Class,CUST-101,Ananya Mehta,Home Office,Pune,North,Technology,Monitors,70127.2,1,0.05,15186.58
IN-2025-10220,2025-05-23,2025-05-24,Standard Class,CUST-115,Sneha Mishra,Home Office,Chennai,West,Office Supplies,Storage,2987.7,7,0.0,975.06
IN-2025-10221,2025-10-19,2025-10-20,Same Day,CUST-109,Ayaan Singh,Corporate,Chennai,West,Office Supplies,Envelopes,1766.01,4,0.0,553.1
IN-2025-10222,2025-03-07,2025-03-12,Standard Class,CUST-110,Vihaan Patel,Corporate,Ahmedabad,East,Furniture,Chairs,17127.15,4,0.15,4100.08
IN-2025-10223,2025-08-10,2025-08-13,Standard Class,CUST-106,Sai Chauhan,Home Office,Pune,Central,Technology,Phones,47636.05,2,0.25,9307.73
IN-2025-10224,2025-06-08,2025-06-12,Standard Class,CUST-120,Krishna Mehta,Consumer,New Delhi,West,Furniture,Tables,6031.21,3,0.0,-117.17
IN-2025-10225,2025-01-01,2025-01-03,Second Class,CUST-113,Ananya Kumar,Home Office,Mumbai,Central,Office Supplies,Paper,4373.48,2,0.05,956.68
IN-2025-10226,2025-08-21,2025-08-23,Standard Class,CUST-122,Vihaan Sharma,Corporate,New Delhi,South,Office Supplies,Art,3522.48,1,0.15,1052.34
IN-2025-10227,2025-07-22,2025-07-24,First Class,CUST-114,Sai Singh,Corporate,Ahmedabad,South,Technology,Monitors,41091.01,5,0.15,7253.82
IN-2025-10228,2025-09-14,2025-09-18,Standard Class,CUST-106,Krishna Mishra,Consumer,Kolkata,South,Office Supplies,Fasteners,1186.52,1,0.15,532.18
IN-2025-10229,2025-12-26,2025-12-29,Same Day,CUST-135,Kavya Kumar,Home Office,Jaipur,East,Furniture,Bookcases,8754.11,4,0.0,399.74
IN-2025-10230,2025-05-26,2025-05-27,Same Day,CUST-134,Saanvi Chauhan,Home Office,Hyderabad,South,Technology,Phones,48431.48,1,0.05,8780.69
IN-2025-10231,2025-07-19,2025-07-22,Second Class,CUST-112,Ayaan Reddy,Corporate,Chennai,Central,Technology,Accessories,60629.74,4,0.15,15134.97
IN-2025-10232,2025-05-18,2025-05-20,Same Day,CUST-103,Aditya Sharma,Consumer,Lucknow,South,Technology,Monitors,36536.27,4,0.05,7172.03
IN-2025-10233,2025-12-11,2025-12-13,First Class,CUST-104,Aarav Patel,Home Office,Bengaluru,North,Office Supplies,Paper,3848.54,7,0.2,1129.15
IN-2025-10234,2025-06-04,2025-06-07,First Class,CUST-109,Sai Iyer,Corporate,Ahmedabad,East,Technology,Monitors,50871.77,6,0.05,16972.57
IN-2025-10235,2025-10-22,2025-10-24,Same Day,CUST-120,Ishaan Patel,Consumer,New Delhi,Central,Furniture,Chairs,6619.97,4,0.25,300.98
IN-2025-10236,2025-02-19,2025-02-23,Second Class,CUST-122,Aditya Gupta,Corporate,Chennai,South,Office Supplies,Storage,3522.38,6,0.15,1294.5
IN-2025-10237,2025-05-01,2025-05-03,Second Class,CUST-105,Saanvi Singh,Consumer,New Delhi,North,Furniture,Furnishings,22476.29,7,0.15,5410.73
IN-2025-10238,2025-06-13,2025-06-18,Same Day,CUST-107,Kavya Chauhan,Home Office,Hyderabad,South,Furniture,Chairs,25716.81,1,0.1,-1028.06
IN-2025-10239,2025-02-09,2025-02-10,First Class,CUST-111,Ananya Patel,Home Office,Mumbai,Central,Technology,Accessories,34936.6,8,0.25,9123.28
IN-2025-10240,2025-07-01,2025-07-03,Same Day,CUST-111,Vivaan Verma,Corporate,Hyderabad,South,Furniture,Bookcases,24139.13,2,0.0,946.74
IN-2025-10241,2025-10-13,2025-10-18,Same Day,CUST-110,Vivaan Kumar,Consumer,Kolkata,North,Furniture,Furnishings,7042.19,3,0.25,-297.74
IN-2025-10242,2025-02-10,2025-02-14,Standard Class,CUST-120,Ananya Joshi,Corporate,Pune,North,Office Supplies,Fasteners,1854.12,7,0.1,542.8
IN-2025-10243,2025-08-06,2025-08-07,First Class,CUST-129,Pari Singh,Consumer,Pune,Central,Technology,Phones,43242.35,2,0.25,11827.55
IN-2025-10244,2025-09-12,2025-09-16,Second Class,CUST-136,Vivaan Mehta,Corporate,Jaipur,West,Office Supplies,Envelopes,3706.93,4,0.15,1181.42
IN-2025-10245,2025-02-10,2025-02-14,Standard Class,CUST-133,Riya Yadav,Home Office,Lucknow,South,Technology,Printers,16246.45,4,0.05,5627.85
IN-2025-10246,2025-01-05,2025-01-09,Standard Class,CUST-128,Reyansh Mehta,Home Office,Bengaluru,Central,Furniture,Bookcases,32145.74,2,0.0,7208.75
IN-2025-10247,2025-09-13,2025-09-17,First Class,CUST-118,Sneha Joshi,Consumer,Lucknow,Central,Office Supplies,Art,740.09,2,0.0,175.71
IN-2025-10248,2025-02-19,2025-02-22,First Class,CUST-127,Krishna Mishra,Home Office,Ahmedabad,Central,Office Supplies,Art,303.87,3,0.2,81.7
IN-2025-10249,2025-11-20,2025-11-24,Standard Class,CUST-126,Diya Iyer,Consumer,New Delhi,West,Furniture,Bookcases,3282.7,5,0.1,640.83
IN-2025-10250,2025-08-09,2025-08-10,Second Class,CUST-109,Ishaan Iyer,Corporate,Chennai,East,Office Supplies,Art,2948.7,8,0.05,655.56
